EpochSeconds	Games	
1428035700	1781747161,1781748246,1781748529,1781749020,1781749548,1781754180,1781754333,1781754829,1781755455,1781756425,1781757535,1781757669,1781757834,1781758402,1781758876,1781759546,1781759639,1781784272,1781748271,1781748822,1781754243,1781754818,1781755953,1781757583,1781757994,1781758351,1781758657,1781758800,1781758936,1781759633,1781763649,1781768438,1781784544,1781745849,1781748577,1781749089,1781749543,1781757538,1781758411,1781758813,1781759080,1781759268,1781767958,1781770665,1781748687,1781757698,1781767985,1781768334,1781768482,1781768943,1781769220,1781769321,1781769499,1781769591,1781769606,1781770335,1781770376,1781749113,1781757434,1781758854,1781759314,1781764771
1428036000	1781786302,1781749137,1781763298,1781767423,1781768006,1781768681,1781770046,1781770758,1781772048,1781786750,1781756668,1781757480,1781757904,1781767976,1781770696,1781771986,1781787898,1781773928,1781748659,1781758948,1781768871,1781771118,1781771766,1781772026,1781772202,1781772879,1781773492,1781773555,1781788583,1781774754,1781759061,1781759270,1781770890,1781771363,1781771929,1781772856,1781773317,1781773464,1781773563,1781773631,1781773850,1781774250,1781774452,1781775171,1781788454,1781758626,1781767256,1781772149,1781773047,1781773343,1781773988,1781774128,1781774269,1781774287,1781774485,1781774630,1781774918,1781775042
1428036300	1781776140,1781758840,1781768537,1781770544,1781771049,1781771454,1781772642,1781773300,1781773552,1781773984,1781774583,1781774693,1781774925,1781775033,1781775189,1781775331,1781775461,1781775650,1781775866,1781775874,1781776016,1781776054,1781794608,1781748222,1781758859,1781768558,1781772274,1781773154,1781773606,1781773952,1781774486,1781774578,1781774724,1781774960,1781775048,1781775326,1781775417,1781775471,1781775562,1781775631,1781775863,1781775879,1781777322,1781796876,1781757137,1781773099,1781773158,1781773865,1781774501,1781774961,1781775023,1781775137,1781775213,1781775366,1781775495,1781775579,1781775590,1781776104,1781776194,1781776393,1781776461,1781776504,1781776664,1781776832,1781776882,1781776998,1781777142,1781777209,1781777568,1781773938,1781774627,1781775016,1781775055,1781775194,1781775343,1781775669,1781776199,1781776376,1781776434,1781776614,1781776761,1781776827,1781777338,1781777410,1781777424,1781777449,1781777452,1781777540,1781799190,1781774746,1781775067,1781775547,1781776079,1781776458,1781776953,1781777667,1781777884,1781778173,1781778221,1781778248,1781778327,1781778343,1781778384,1781778500,1781778542
1428036600	1781778606,1781800512,1781773367,1781774932,1781775114,1781775539,1781775612,1781775663,1781776084,1781776164,1781776604,1781776818,1781777179,1781777404,1781777687,1781777714,1781777767,1781777883,1781777990,1781778018,1781778065,1781778548,1781749641,1781773270,1781774256,1781774556,1781775577,1781775897,1781776193,1781776447,1781776635,1781776783,1781777140,1781777632,1781778014,1781778198,1781778370,1781778562,1781778731,1781778853,1781778916,1781779026,1781779085,1781779111,1781779302,1781779363,1781779377,1781779426,1781779556,1781779706,1781779652,1781803138,1781773567,1781774120,1781774295,1781774555,1781776233,1781776429,1781776487,1781776945,1781777159,1781777187,1781777582,1781777678,1781777725,1781777887,1781778017,1781778471,1781778581,1781778715,1781778734,1781778840,1781778845,1781778905,1781779006,1781779035,1781779106,1781779290,1781809738,1781777429,1781777574,1781777783,1781777989,1781778063,1781778227,1781778382,1781778633,1781778887,1781779326,1781779403,1781779509,1781779525,1781779664,1781783685,1781784533,1781785613,1781786161,1781786390,1781786737,1781809747,1781756744,1781775219,1781776064,1781776440,1781777007,1781777619,1781777683,1781777779,1781778048,1781778211,1781778744,1781778846,1781779027,1781779277,1781779318,1781779365,1781779562,1781779637,1781781184,1781785303,1781786247,1781787258,1781787386
1428036900	1781810113,1781771752,1781774167,1781774633,1781776215,1781776366,1781777332,1781777670,1781778536,1781778739,1781778931,1781779269,1781779410,1781779511,1781779551,1781779653,1781779692,1781811793,1781789457,1781774675,1781777431,1781778191,1781778503,1781778758,1781779289,1781785089,1781785460,1781785785,1781786301,1781788489,1781788632,1781789038,1781789285,1781789447,1781789461,1781777627,1781778839,1781779288,1781779673,1781779695,1781782822,1781785085,1781787925,1781788361,1781788450,1781788713,1781789030,1781789142,1781789420,1781771688,1781776639,1781778600,1781778810,1781779043,1781779091,1781786627,1781788400,1781789180,1781797578,1781798177,1781813527,1781778502,1781778983,1781779144,1781779561,1781785201,1781788121,1781789173,1781789435,1781789604
1428037200	1781813490,1781769292,1781779330,1781787410,1781788130,1781788379,1781788626,1781789264,1781789506,1781789631,1781789716,1781777405,1781777649,1781779392,1781788421,1781789396,1781799261,1781778588,1781779655,1781788349,1781789627,1781797334,1781798085,1781815725,1781774479,1781775561,1781778615,1781779647,1781788731,1781789616,1781800116,1781801459,1781801509,1781801732,1781801829,1781801987,1781802444,1781802489,1781816948,1781803606,1781788866,1781789585,1781798242,1781799479,1781800618,1781802272,1781802494,1781802941,1781803078,1781803120,1781803319,1781803484,1781803528
1428037500	1781816992,1781779701,1781789598,1781797462,1781799119,1781799426,1781800069,1781800551,1781801033,1781801108,1781801325,1781801329,1781802721,1781802927,1781802969,1781803199,1781803282,1781803347,1781803470,1781779518,1781788857,1781789431,1781797769,1781798472,1781801359,1781801591,1781802061,1781802438,1781803159,1781803281,1781803457,1781803533,1781803614,1781803701,1781804183,1781804244,1781804337,1781804600,1781804691,1781804716,1781804916,1781804925,1781819225,1781789658,1781801016,1781801933,1781802626,1781803086,1781803117,1781803204,1781803298,1781803393,1781803598,1781803926,1781804137,1781804265,1781804375,1781804799,1781805028,1781805228,1781805266,1781805685,1781805836,1781805937,1781805607,1781778233,1781803108,1781803348,1781803936,1781804318,1781804425,1781804558,1781804630,1781804702,1781804819,1781804854,1781804907,1781805212,1781805472,1781801849,1781802159,1781802935,1781803028,1781803450,1781804580,1781804616,1781804620,1781804714,1781804730,1781804911,1781805234,1781805659,1781805776,1781805830,1781805875,1781805945,1781806030
1428037800	1781807196,1781826649,1781788071,1781801919,1781803264,1781803916,1781804357,1781804557,1781804729,1781804832,1781804857,1781805020,1781805085,1781805439,1781805558,1781805771,1781805784,1781806002,1781806287,1781806309,1781806358,1781806488,1781806621,1781806703,1781806715,1781806872,1781807065,1781807124,1781827899,1781802310,1781803835,1781804568,1781804825,1781804958,1781805210,1781805339,1781805549,1781805615,1781805676,1781805687,1781805769,1781805902,1781806208,1781806411,1781806463,1781806623,1781806873,1781807253,1781807394,1781807543,1781807693,1781807712,1781807786,1781807895,1781828453,1781779279,1781797757,1781803287,1781804338,1781804913,1781805808,1781806165,1781806369,1781806514,1781806646,1781806737,1781807105,1781807284,1781807397,1781807541,1781807663,1781807701,1781807785,1781807925,1781808010,1781808046,1781830466,1781809264,1781801250,1781803149,1781803796,1781804141,1781804440,1781804611,1781805273,1781806212,1781806460,1781806533,1781807000,1781807218,1781807277,1781807528,1781807549,1781807811,1781807934,1781808029,1781808051,1781808274,1781808382,1781808545,1781808598,1781808635,1781808730,1781808859,1781809057,1781809080,1781809214,1781809236,1781808759,1781830796,1781804953,1781805443,1781805667,1781806313,1781806394,1781806528,1781806642,1781806852,1781807107,1781807267,1781807406,1781807533,1781807695,1781807784,1781808030,1781808268,1781808393,1781808476,1781808522,1781808619,1781808629,1781808748
1428038100	1781832650,1781788085,1781803321,1781804736,1781805042,1781806301,1781806487,1781806850,1781807069,1781807256,1781807510,1781807542,1781807932,1781808154,1781808302,1781808333,1781808470,1781808616,1781808630,1781808717,1781808940,1781809077,1781809098,1781809257,1781809393,1781809420,1781809473,1781809516,1781809606,1781809639,1781809651,1781809724,1781801968,1781803344,1781804943,1781805311,1781806375,1781807221,1781807526,1781808875,1781808917,1781809254,1781809524,1781817103,1781836195,1781804114,1781804846,1781805281,1781806476,1781807063,1781807787,1781808294,1781808386,1781808754,1781809255,1781809381,1781809599,1781809711,1781813851,1781814614,1781815287,1781816119,1781839931,1781806756,1781807848,1781808214,1781808372,1781809277,1781809507,1781815712,1781816515,1781816610,1781817196,1781817356,1781801353,1781807930,1781808179,1781808371,1781808765,1781809376
1428038400	1781842102,1781806724,1781807518,1781808489,1781808918,1781815858,1781816637,1781816765,1781817077,1781817190,1781817363,1781817857,1781818207,1781818811,1781819009,1781819133,1781819240,1781819403,1781803730,1781806378,1781806766,1781807675,1781807887,1781809513,1781815415,1781815523,1781817344,1781818131,1781818395,1781818461,1781818818,1781819160,1781819404,1781842895,1781807212,1781808047,1781808403,1781809262,1781809415,1781817622,1781818134,1781818662,1781818685,1781818994,1781819105,1781819718,1781821644,1781843080,1781806835,1781807883,1781808871,1781809101,1781809246,1781809486,1781818362,1781819173,1781823713,1781844542,1781807316,1781808600,1781808881,1781818379,1781818565
1428038700	1781844375,1781815953,1781826817,1781828567,1781828731,1781829074,1781844983,1781831345,1781805942,1781807281,1781817581,1781825667,1781827775,1781829089,1781830965,1781831164,1781844993,1781809097,1781809723,1781818007,1781819117,1781826052,1781828095,1781846950,1781833928,1781805450,1781809259,1781818081,1781818189,1781830294,1781830920,1781831503,1781832059,1781832531,1781832883,1781832920,1781833438,1781833629,1781833922,1781832597,1781831059,1781831985
1428039000	1781847605,1781828144,1781828408,1781829974,1781831736,1781832577,1781832882,1781833296,1781833785,1781833851,1781834187,1781834244,1781834248,1781834262,1781834406,1781848863,1781834672,1781818113,1781830214,1781833258,1781833456,1781833857,1781833963,1781834156,1781834255,1781834348,1781834363,1781834503,1781834510,1781835691,1781828972,1781830894,1781831981,1781832086,1781833135,1781833893,1781834153,1781834188,1781834243,1781834410,1781834496,1781834550,1781834667,1781834969,1781835001,1781835268,1781835371,1781835588,1781807931,1781827664,1781832399,1781833447,1781833707,1781834528,1781834874,1781835117,1781835297,1781835356,1781835475,1781835740,1781835857,1781835865,1781835886,1781835948,1781835982,1781836475,1781836506,1781836616,1781836633,1781836858,1781836918,1781836971,1781852524,1781817247,1781819369,1781832319,1781832646,1781832917,1781833582,1781834393,1781834432,1781834918,1781835027,1781835523,1781835622,1781835742,1781835952,1781836410,1781836476,1781836483,1781836638,1781836651,1781836750,1781836790,1781836880
1428039300	1781856431,1781838072,1781830793,1781832346,1781833295,1781834240,1781834764,1781835263,1781835458,1781835962,1781836092,1781836349,1781836718,1781836865,1781836870,1781837197,1781837342,1781837372,1781837409,1781837448,1781837547,1781837653,1781837752,1781838026,1781838768,1781857304,1781833036,1781835238,1781835481,1781835714,1781836087,1781836511,1781836592,1781836608,1781836617,1781836832,1781837196,1781837344,1781837578,1781837798,1781838006,1781838061,1781838091,1781838278,1781838392,1781838491,1781838513,1781838538,1781838599,1781838621,1781838676,1781838749,1781857726,1781831422,1781833880,1781834629,1781835301,1781835624,1781836387,1781836518,1781836836,1781837289,1781837426,1781837622,1781837776,1781839628,1781859576,1781835639,1781836721,1781836875,1781836936,1781836988,1781837307,1781837577,1781837854,1781837890,1781837973,1781838015,1781838282,1781838401,1781838406,1781838520,1781838569,1781838627,1781838687,1781838750,1781838764,1781838985,1781839116,1781839247,1781839381,1781839439,1781839556,1781839604,1781839274,1781833953,1781835934,1781836590,1781836649,1781836844,1781837398,1781837649,1781837722,1781838116,1781838272,1781838364,1781838377,1781838494,1781838626,1781838656,1781838703,1781838744,1781838770,1781838800,1781839023,1781839158,1781839173
1428039600	1781861540,1781830653,1781835108,1781835860,1781836139,1781837193,1781837301,1781837399,1781837696,1781837979,1781837992,1781838074,1781838114,1781838264,1781838493,1781838574,1781838779,1781838874,1781839156,1781839336,1781839436,1781839548,1781839641,1781839734,1781842123,1781863401,1781835966,1781836393,1781836761,1781837528,1781837646,1781837669,1781837678,1781837770,1781838065,1781838291,1781838591,1781838608,1781838675,1781838741,1781838802,1781838884,1781839021,1781839233,1781839441,1781839573,1781842128,1781843169,1781844097,1781845071,1781845345,1781863264,1781846783,1781833610,1781835495,1781835693,1781835971,1781836138,1781836490,1781836762,1781837579,1781837627,1781837728,1781837775,1781837867,1781838089,1781838532,1781838661,1781839165,1781839344,1781839383,1781839464,1781839632,1781845092,1781845758,1781864521,1781848108,1781835367,1781836983,1781838267,1781838854,1781839000,1781839137,1781839357,1781839453,1781839460,1781842230,1781845785,1781846172,1781846337,1781846391,1781847046,1781847162,1781847407,1781847629,1781847889,1781865054,1781848317,1781835462,1781835944,1781836525,1781837991,1781838482,1781838571,1781838883,1781839163,1781839444,1781839635,1781845344,1781845568,1781846198,1781847049,1781847153
1428039900	1781848930,1781866330,1781835597,1781836156,1781837743,1781837866,1781837879,1781838587,1781839020,1781839474,1781839670,1781844077,1781845195,1781846732,1781847333,1781848346,1781838250,1781838345,1781838786,1781839323,1781847447,1781848445,1781848987,1781849188,1781849286,1781849406,1781849531,1781849650,1781837165,1781837782,1781838685,1781838714,1781839283,1781841199,1781844798,1781847572,1781848251,1781848952,1781849004,1781849447,1781849540,1781849626,1781849666,1781835924,1781836514,1781838623,1781839340,1781845220,1781848900,1781849384,1781872207,1781859469,1781839624,1781845239,1781848415,1781849189,1781849332,1781849403,1781857545,1781858496,1781858659,1781858687,1781859011
1428040200	1781839142,1781839443,1781846794,1781849442,1781849661,1781855286,1781856397,1781858048,1781859420,1781859585,1781860707,1781861008,1781861182,1781861324,1781861532,1781873358,1781848844,1781848933,1781849392,1781858208,1781858314,1781873651,1781855383,1781858387,1781858806,1781859103,1781874364,1781838088,1781847747,1781848921,1781857843,1781858489,1781859574,1781862877,1781863162,1781863478,1781863634,1781863742,1781863833,1781864072,1781864151,1781864202,1781864249,1781875292,1781858594,1781862237,1781862738,1781862985,1781863382,1781863823,1781863837
1428040500	1781839352,1781859739,1781861385,1781862122,1781862615,1781862719,1781863266,1781863638,1781863974,1781864116,1781864229,1781864304,1781864474,1781864803,1781864986,1781865091,1781865203,1781876175,1781865481,1781843305,1781859296,1781859416,1781861624,1781862248,1781863435,1781863632,1781863711,1781864295,1781864462,1781864582,1781864894,1781865285,1781865462,1781865530,1781857948,1781858191,1781861937,1781862882,1781864472,1781864509,1781864700,1781864914,1781864997,1781865288,1781879425,1781846208,1781858920,1781859689,1781862959,1781863718,1781863893,1781864043,1781864438,1781864513,1781864607,1781864786,1781865230,1781865525,1781866421,1781866675,1781868599,1781881614,1781860220,1781864307,1781865961,1781865994,1781866358,1781866581,1781866591,1781866594,1781866661,1781866744,1781866923,1781867353,1781867478,1781867556,1781867623,1781867654,1781867756,1781867864,1781867888,1781868148,1781868354,1781868368,1781868515
1428040800	1781838609,1781847902,1781856754,1781861523,1781864179,1781864779,1781865479,1781866338,1781866791,1781866905,1781867002,1781867268,1781867378,1781867461,1781867639,1781867656,1781867737,1781867752,1781867868,1781867892,1781868160,1781868210,1781868228,1781868246,1781868345,1781868375,1781868942,1781862730,1781864917,1781865267,1781866805,1781866913,1781867044,1781867050,1781867082,1781867130,1781867746,1781867883,1781868207,1781868379,1781868492,1781868518,1781868572,1781868679,1781868713,1781868741,1781868844,1781886757,1781862927,1781863293,1781863743,1781863984,1781865197,1781866236,1781866452,1781866790,1781866999,1781867544,1781867662,1781867764,1781867926,1781868165,1781868248,1781868337,1781868370,1781868493,1781868579,1781868604,1781868682,1781868726,1781868841,1781868865,1781868878,1781868969,1781869017,1781869038,1781869317,1781869350,1781863635,1781864501,1781864792,1781864990,1781866226,1781866706,1781866977,1781867083,1781867341,1781867558,1781867741,1781868186,1781868573,1781868608,1781868738,1781868988,1781869173,1781869204,1781886629,1781864085,1781864303,1781864645,1781866407,1781868156,1781868208,1781868351,1781868391,1781868635,1781868710,1781868927,1781868960,1781869163,1781869352,1781869580,1781869642,1781869717
1428041100	1781866209,1781867156,1781867582,1781867896,1781868145,1781868221,1781868630,1781868877,1781868961,1781869205,1781869558,1781869624,1781873344,1781889320,1781863504,1781866412,1781866682,1781866897,1781867669,1781868150,1781868199,1781868497,1781868639,1781868658,1781868990,1781869026,1781869154,1781869516,1781869601,1781869678,1781869728,1781872060,1781873028,1781873824,1781874471,1781874654,1781874847,1781875443,1781864698,1781866922,1781868172,1781868537,1781868833,1781869024,1781869182,1781869686,1781873040,1781874149,1781874662,1781874789,1781874944,1781874994,1781875434,1781891851,1781867158,1781867363,1781867858,1781868154,1781868204,1781868387,1781868724,1781868973,1781869702,1781873362,1781874169,1781874631,1781874797,1781874872,1781892026,1781875240,1781865688,1781868341,1781868829,1781869559,1781874787
1428041400	1781894182,1781866586,1781868756,1781874737,1781876075,1781876217,1781876624,1781876697,1781877145,1781894774,1781877395,1781867032,1781868750,1781868997,1781869004,1781874070,1781874264,1781874655,1781876115,1781876563,1781876664,1781876979,1781877009,1781877078,1781877175,1781877274,1781877978,1781900102,1781864042,1781868722,1781868966,1781869574,1781873709,1781875289,1781876272,1781877013,1781877153,1781877369,1781877445,1781877646,1781877705,1781877888,1781877974,1781900100,1781879176,1781864710,1781867447,1781869616,1781874743,1781874962,1781876536,1781877064,1781877276,1781877341,1781877559,1781877842,1781878120,1781878162,1781878184,1781878242,1781878651,1781878819,1781879116,1781879156,1781878360,1781901394,1781867085,1781869525,1781875738,1781876455,1781877058,1781877985,1781878077,1781878160,1781878340
1428041700	1781901855,1781883816,1781868247,1781869557,1781869695,1781875321,1781877769,1781877887,1781877994,1781878124,1781878361,1781878607,1781878935,1781879180,1781879263,1781879688,1781900508,1781877973,1781878050,1781878250,1781878696,1781879142,1781879470,1781879576,1781879699,1781902981,1781890125,1781868930,1781869354,1781874376,1781875424,1781876261,1781877567,1781877814,1781877866,1781878080,1781878814,1781878912,1781879185,1781879531,1781887868,1781889014,1781889380,1781890044,1781902685,1781869508,1781875316,1781877655,1781879448,1781889183,1781889387,1781889605,1781889715,1781889947,1781904337,1781876304,1781877569,1781877873,1781877912,1781878342,1781879437,1781889446,1781889581,1781891859,1781891906,1781892002,1781892193,1781892557,1781892717,1781892805,1781892943
1428042000	1781876284,1781879152,1781879556,1781879698,1781888408,1781889560,1781891602,1781904057,1781877168,1781879431,1781887743,1781888455,1781889442,1781889578,1781894357,1781905265,1781878644,1781878794,1781879280,1781888182,1781891676,1781892429,1781892644,1781893047,1781893302,1781893405,1781893805,1781893988,1781894030,1781894168,1781894282,1781905254,1781878776,1781892866,1781893068,1781893321,1781894986,1781906176,1781889287,1781891642,1781892556,1781893279,1781893790,1781893894,1781894308,1781894513,1781894633,1781894734
1428042300	1781876626,1781891880,1781892204,1781892651,1781894595,1781894824,1781895001,1781907369,1781896358,1781889078,1781889225,1781891393,1781893834,1781894518,1781894614,1781894785,1781895037,1781895112,1781895407,1781895536,1781895716,1781895797,1781895884,1781896005,1781896192,1781896231,1781896303,1781896871,1781893294,1781894330,1781895110,1781895157,1781895238,1781895375,1781895393,1781895560,1781895694,1781895710,1781895809,1781895859,1781895908,1781896122,1781896219,1781896319,1781896517,1781896739,1781896749,1781896693,1781908512,1781889199,1781893074,1781893724,1781894062,1781894278,1781894637,1781894945,1781895205,1781895230,1781895409,1781895528,1781895794,1781895872,1781895915,1781895977,1781896311,1781909033,1781892727,1781893952,1781894347,1781894731,1781894978,1781895700,1781896015,1781896193,1781896320,1781896402,1781896415,1781896480,1781896662,1781896732,1781896831,1781897050,1781897217,1781897221,1781897277,1781897312
1428042600	1781897911,1781894909,1781895243,1781895378,1781895866,1781895981,1781896104,1781896389,1781896787,1781896985,1781897055,1781897136,1781897202,1781897296,1781897424,1781897692,1781897766,1781897831,1781897901,1781897989,1781912074,1781894012,1781895044,1781895408,1781895549,1781895708,1781895828,1781895876,1781895941,1781896181,1781896675,1781897094,1781897181,1781897286,1781897410,1781897570,1781897613,1781897662,1781897686,1781915192,1781894061,1781895151,1781895231,1781895513,1781895552,1781895704,1781895934,1781896366,1781896759,1781896964,1781897162,1781897419,1781897671,1781897890,1781898139,1781898331,1781898481,1781898656,1781898836,1781898857,1781868855,1781895015,1781895557,1781896792,1781896818,1781897056,1781897142,1781897603,1781897893,1781897993,1781898083,1781898146,1781898153,1781898447,1781898480,1781898759,1781898775,1781898847,1781898850,1781894751,1781896677,1781896679,1781896784,1781896982,1781897069,1781897203,1781897278,1781897640,1781897718,1781897905,1781898147,1781898483,1781898649,1781898673,1781898749,1781898771
1428042900	1781918119,1781896824,1781896969,1781897137,1781897657,1781897794,1781897995,1781898079,1781898126,1781898498,1781898839,1781898855,1781898973,1781899008,1781899081,1781899185,1781899274,1781899339,1781899452,1781899554,1781902316,1781904068,1781918348,1781896720,1781898112,1781898448,1781898504,1781898856,1781898959,1781898964,1781899010,1781899057,1781899168,1781899270,1781899324,1781899357,1781899439,1781899479,1781899556,1781899675,1781899729,1781901893,1781903702,1781920402,1781893832,1781894927,1781896136,1781897259,1781897609,1781897984,1781898580,1781898648,1781898669,1781898756,1781899033,1781899443,1781899483,1781899527,1781899657,1781902960,1781905603,1781906342,1781920847,1781895817,1781896785,1781897268,1781897981,1781898010,1781898590,1781898869,1781899469,1781899504,1781899680,1781899732,1781921441,1781895043,1781896295,1781896810,1781897156,1781897898,1781898452,1781898546,1781898752,1781898831,1781898979,1781899087,1781899183,1781899284,1781899308,1781899689,1781904157,1781905848,1781906882,1781906908,1781907240,1781907448
1428043200	1781922054,1781896888,1781897463,1781898495,1781898960,1781899256,1781899526,1781899688,1781899728,1781902314,1781904422,1781904878,1781906915,1781906978,1781907273,1781907444,1781907789,1781907442,1781923168,1781898365,1781898550,1781899558,1781907261,1781924424,1781897133,1781897493,1781897862,1781898768,1781899351,1781899682,1781906890,1781907395,1781907702,1781907733,1781908001,1781908917,1781909036,1781909245,1781909372,1781909528,1781909620,1781929870,1781898545,1781898851,1781899013,1781899454,1781906346,1781907440,1781909066,1781909383,1781909451,1781909508,1781897423,1781899163,1781905605,1781907288,1781907745,1781907969,1781908930,1781908987
1428043500	1781915282,1781899685,1781906669,1781908574,1781908920,1781909412,1781909464,1781909506,1781913213,1781932013,1781895987,1781898087,1781899278,1781899320,1781908886,1781909018,1781909323,1781909428,1781909437,1781909706,1781916135,1781917291,1781933303,1781897299,1781898593,1781909501,1781909618,1781915988,1781918187,1781918344,1781918430,1781918438,1781918588,1781918777,1781918892,1781909331,1781918971,1781919079,1781933812,1781897935,1781908981,1781918453,1781918743,1781918834,1781918973
1428043800	1781933938,1781919519,1781899508,1781914489,1781917473,1781917955,1781918107,1781918572,1781919043,1781919269,1781934707,1781898333,1781918197,1781918334,1781919149,1781919327,1781919426,1781919520,1781919658,1781920563,1781922207,1781935139,1781916940,1781918101,1781918549,1781918687,1781919078,1781919496,1781920595,1781921717,1781921986,1781899734,1781908164,1781917489,1781918423,1781918698,1781918896,1781919329,1781919668,1781921016,1781921594,1781921980,1781922038,1781922475,1781922783,1781922847,1781923476,1781924268,1781935988,1781917515,1781918196,1781919069,1781921369,1781922383,1781922536,1781922945,1781923387,1781923431,1781923451,1781923672,1781923762,1781924074,1781924164,1781924250
1428044100	1781936267,1781917922,1781918362,1781918987,1781919507,1781922292,1781922526,1781922600,1781923055,1781923154,1781923246,1781937395,1781923254,1781923351,1781923602,1781923644,1781924067,1781924169,1781924254,1781924280,1781924439,1781924725,1781924853,1781925031,1781925223,1781925257,1781925299,1781925355,1781925408,1781925440,1781925686,1781921960,1781922379,1781923228,1781923445,1781923718,1781924055,1781924140,1781924283,1781924645,1781924654,1781924816,1781924984,1781925094,1781925207,1781925368,1781925522,1781925681,1781925354,1781936917,1781920626,1781923266,1781923350,1781923860,1781924180,1781924546,1781924567,1781924706,1781924803,1781924979,1781925097,1781925343,1781937530,1781902765,1781917662,1781918854,1781919600,1781923730,1781924811,1781924959,1781925017,1781925034,1781925075,1781925193,1781925264,1781925288,1781925551
1428044400	1781937785,1781922342,1781922696,1781922781,1781923662,1781924290,1781924726,1781925055,1781925105,1781925259,1781925396,1781925541,1781925688,1781925933,1781926072,1781926094,1781926147,1781926767,1781919596,1781923150,1781923590,1781925888,1781925918,1781926092,1781926115,1781926368,1781926414,1781926509,1781926603,1781926675,1781926394,1781938476,1781921272,1781922822,1781924648,1781924936,1781925281,1781925523,1781925543,1781925693,1781925870,1781925943,1781926050,1781926152,1781926353,1781926242,1781938546,1781922749,1781924240,1781924849,1781925108,1781925336,1781925366,1781925427,1781925804,1781925939,1781926061,1781926170,1781926231,1781927904,1781925832,1781926316,1781926372,1781926621,1781926792,1781926919,1781927119,1781927259,1781927264,1781927369,1781927414,1781927525,1781927589,1781927665,1781927723,1781927892
1428044700	1781943041,1781928263,1781923584,1781926109,1781926425,1781926513,1781926774,1781926901,1781927172,1781927261,1781927277,1781927286,1781927391,1781927408,1781927612,1781927659,1781927745,1781927795,1781927843,1781927900,1781928005,1781928046,1781928059,1781928142,1781928176,1781928236,1781943813,1781928564,1781923723,1781924943,1781925856,1781925940,1781926088,1781926183,1781926498,1781926533,1781926689,1781926898,1781927074,1781927276,1781927368,1781927576,1781927735,1781927753,1781927821,1781927828,1781927918,1781927986,1781928004,1781928011,1781928079,1781928227,1781928422,1781928552,1781945805,1781929548,1781924442,1781925345,1781925873,1781926123,1781926529,1781926591,1781926756,1781926805,1781927258,1781927404,1781927602,1781927694,1781927746,1781927911,1781927995,1781928140,1781928314,1781928374,1781928501,1781928546,1781928563,1781928669,1781928718,1781928791,1781928912,1781929001,1781929153,1781929286,1781929519,1781929284,1781946381,1781925267,1781926168,1781926602,1781926708,1781927164,1781927373,1781927472,1781927521,1781927608,1781927872,1781927903,1781928050,1781928157,1781928460,1781928497,1781928621,1781928814,1781928872,1781928883,1781929056,1781929068,1781946915,1781923487,1781924644,1781925682,1781926811,1781927262,1781927598,1781927681,1781927730,1781927983,1781927997,1781928075,1781928262,1781928377,1781928392,1781928486,1781928500,1781928535,1781928719,1781928742
1428045000	1781929330,1781947746,1781926131,1781926287,1781926680,1781927153,1781927673,1781927732,1781927889,1781927982,1781928056,1781928136,1781928301,1781928384,1781928450,1781928476,1781928570,1781928709,1781928882,1781928973,1781928976,1781928993,1781929078,1781929141,1781929272,1781929288,1781929312,1781949019,1781925910,1781926221,1781926922,1781927401,1781927928,1781928290,1781928307,1781928801,1781929003,1781929081,1781929148,1781929164,1781929311,1781929535,1781929589,1781929656,1781929690,1781924245,1781926518,1781927502,1781927827,1781928055,1781928459,1781928499,1781928654,1781928662,1781928893,1781929067,1781929163,1781929282,1781929339,1781929439,1781929542,1781929673,1781926778,1781927914,1781928721,1781928796,1781928980,1781929051,1781929291,1781929446,1781929692,1781951254,1781926804,1781927288,1781928466,1781928724,1781928735,1781928892,1781929380,1781929420,1781929451,1781929564,1781938529
1428045300	1781951477,1781927610,1781928415,1781928722,1781928881,1781929426,1781929437,1781929639,1781936804,1781937001,1781952111,1781927596,1781927905,1781928972,1781929307,1781929364,1781929538,1781929570,1781936807,1781938741,1781939544,1781953208,1781926160,1781927086,1781927978,1781929074,1781929368,1781929568,1781936920,1781938483,1781938544,1781939163,1781939231,1781939262,1781939343,1781939445,1781941729,1781922719,1781927920,1781929295,1781929590,1781938191,1781939222,1781939412,1781939649,1781953705,1781928540,1781929586,1781929643,1781938807
1428045600	1781954347,1781928792,1781938540,1781939233,1781939570,1781955254,1781947247,1781928019,1781928868,1781938665,1781939283,1781939700,1781956153,1781939189,1781945801,1781947764,1781927988,1781928909,1781945798,1781946752,1781947112,1781947709
1428045900	1781938904,1781946308,1781947115,1781947320,1781948322,1781948593,1781948874,1781949624,1781950106,1781962393,1781929052,1781948568,1781948959,1781949528,1781949553,1781949631,1781949660,1781949688,1781962883,1781926807,1781948711,1781948968,1781949507,1781949560,1781949644,1781951295,1781947932,1781948716,1781949118,1781949384,1781949400,1781949533,1781949550,1781949559,1781949723,1781963534,1781945671,1781947118,1781947987,1781949465,1781949649,1781951633
