EpochSeconds	Games	
1428046200	1781953921,1781963790,1781949377,1781952352,1781952706,1781952782,1781953293,1781953420,1781953586,1781953788,1781953830,1781964357,1781927657,1781947686,1781949677,1781952555,1781952872,1781953359,1781953432,1781964579,1781954384,1781951400,1781952375,1781952772,1781953353,1781953588,1781953833,1781954093,1781954117,1781954340,1781964835,1781947179,1781949700,1781951770,1781952347,1781952560,1781953638,1781953835,1781965706,1781955231,1781949109,1781953290,1781953389,1781954028,1781954128,1781954341,1781954451,1781954692,1781954819,1781955116,1781955156,1781955183
1428046500	1781965637,1781952496,1781953347,1781953703,1781954148,1781954331,1781954397,1781954645,1781955113,1781955142,1781955255,1781947277,1781950707,1781953231,1781953386,1781953495,1781954241,1781954390,1781954547,1781954651,1781954829,1781955224,1781955391,1781955708,1781966602,1781952216,1781954833,1781955038,1781955191,1781955440,1781955557,1781955601,1781956004,1781956039,1781956086,1781956229,1781956282,1781956611,1781956623,1781956681,1781952621,1781952702,1781954099,1781954530,1781954882,1781955363,1781955558,1781955704,1781955740,1781955823,1781956005,1781956277,1781956284,1781956331,1781956402,1781966596,1781956615,1781948144,1781954937,1781955416,1781955818,1781955975,1781956038,1781956150,1781956216,1781956316,1781956529,1781956598
1428046800	1781955242,1781955592,1781955725,1781955830,1781956156,1781956223,1781956323,1781956385,1781956523,1781956670,1781956815,1781956847,1781956912,1781956955,1781956978,1781957121,1781957146,1781957209,1781957457,1781958013,1781955100,1781956267,1781956553,1781956841,1781957034,1781957089,1781957159,1781957339,1781957392,1781957505,1781957836,1781957990,1781958199,1781955213,1781955776,1781956016,1781956241,1781956320,1781956634,1781956762,1781957382,1781957438,1781957483,1781957539,1781958001,1781958147,1781955577,1781955646,1781955754,1781956319,1781956669,1781956751,1781956845,1781957162,1781957571,1781957580,1781957843,1781957933,1781958138,1781954406,1781955299,1781956592,1781956901,1781957041,1781957269,1781957363,1781957514,1781957583
1428047100	1781959333,1781953732,1781955672,1781956540,1781956736,1781957195,1781957258,1781957535,1781957851,1781957977,1781958184,1781958231,1781958292,1781958345,1781958395,1781958607,1781958614,1781958693,1781958796,1781959022,1781959146,1781959156,1781959205,1781959252,1781959259,1781959282,1781959468,1781956993,1781957516,1781957736,1781958195,1781958430,1781958464,1781958594,1781958621,1781958697,1781958995,1781959008,1781959225,1781959460,1781974216,1781957170,1781957235,1781957437,1781957992,1781958183,1781958263,1781958290,1781958458,1781958593,1781958788,1781959009,1781959098,1781959142,1781959207,1781959264,1781959441,1781956198,1781957371,1781957576,1781957839,1781957856,1781957928,1781958456,1781958599,1781958896,1781958934,1781959143,1781959204,1781959220,1781959353,1781959418,1781958007,1781958246,1781958375,1781958622,1781958781,1781958921,1781959138,1781959552,1781959571,1781959625,1781963930
1428047400	1781956408,1781957203,1781957435,1781958236,1781958474,1781958631,1781958698,1781958707,1781959006,1781977021,1781956235,1781958235,1781958357,1781958503,1781958797,1781959330,1781959488,1781959586,1781977007,1781966426,1781954691,1781957202,1781957453,1781958346,1781959110,1781959410,1781959574,1781966287,1781966399,1781977903,1781967494,1781957142,1781957536,1781958227,1781958408,1781958869,1781959223,1781959398,1781959511,1781966525,1781966891,1781967200,1781967223,1781967305,1781967428,1781967929,1781958708,1781959115,1781959326,1781966377,1781966633,1781966947,1781967199,1781967481,1781967616,1781967672,1781967711,1781967802
1428047700	1781956743,1781957922,1781959095,1781959514,1781959630,1781961331,1781966906,1781967101,1781967130,1781979557,1781967753,1781958300,1781959215,1781959448,1781966517,1781967340,1781967503,1781967626,1781958356,1781965569,1781967171,1781967319,1781967335,1781967745,1781968004,1781969193,1781958947,1781959491,1781964749,1781965710,1781967678,1781967979,1781968245,1781968308,1781968482,1781968827,1781968843,1781968964,1781968980,1781969056,1781969149,1781981791,1781959000,1781959278,1781965422,1781965897,1781967719
1428048000	1781981981,1781959097,1781966373,1781967924,1781968643,1781969076,1781969135,1781969200,1781983650,1781958369,1781966928,1781967818,1781968271,1781968472,1781968680,1781968963,1781969066,1781969186,1781969421,1781969512,1781969726,1781976084,1781983319,1781967162,1781967910,1781968005,1781968844,1781969002,1781969065,1781969243,1781969335,1781969377,1781969723,1781975539,1781969730,1781966581,1781967594,1781968264,1781968408,1781968569,1781968945,1781968999,1781969087,1781969229,1781969715,1781983589,1781966265,1781967467,1781967636,1781969238,1781969259
1428048300	1781984737,1781959733,1781967739,1781969148,1781969337,1781969604,1781977167,1781977385,1781977675,1781959637,1781967466,1781967999,1781969134,1781969177,1781969228,1781976738,1781976964,1781990028,1781968915,1781969399,1781977487,1781978265,1781978452,1781978515,1781991222,1781969136,1781969157,1781976195,1781977823,1781978086,1781978514,1781978989,1781979157,1781969533,1781978988,1781979094,1781979142,1781979371,1781979424
1428048600	1781959254,1781969520,1781978713,1781978851,1781979107,1781979205,1781979261,1781979463,1781992239,1781969351,1781969689,1781978345,1781978721,1781979088,1781979140,1781979536,1781992496,1781977013,1781979108,1781979200,1781979404,1781992982,1781982849,1781969378,1781978637,1781981794,1781977816,1781979347,1781982781
1428048900	1781977904,1781978844,1781978959,1781979145,1781993589,1781977464,1781979466,1781982626,1781982794,1781982869,1781983016,1781983332,1781983444,1781983853,1781984270,1781984392,1781984643,1781994262,1781985654,1781983720,1781983960,1781984621,1781984760,1781984771,1781985066,1781985124,1781985551,1781985602,1781985650
1428049200	1781994471,1781978501,1781984639,1781984831,1781985183,1781994510,1781983892,1781984661,1781984962,1781985017,1781985184,1781985360,1781985866,1781986007,1781986039,1781986141,1781986264,1781994755,1781985835,1781983811,1781984081,1781984521,1781984672,1781985119,1781985561,1781985604,1781985644,1781995526,1781985844,1781983348,1781985500,1781985640,1781995308,1781984805,1781984979,1781985704,1781985872,1781985905,1781985991,1781986036,1781986118,1781986138,1781986372,1781986523,1781986561,1781986608,1781986647
1428049500	1781986409,1781994893,1781978640,1781984767,1781985239,1781985251,1781985365,1781985607,1781985925,1781986142,1781986198,1781996109,1781985605,1781985888,1781986124,1781986486,1781986524,1781986570,1781986607,1781986765,1781986861,1781986942,1781986980,1781987040,1781986898,1781996057,1781985617,1781985912,1781986080,1781986398,1781986618,1781986683,1781986774,1781986807,1781986840,1781984756,1781985013,1781986249,1781986412,1781986513,1781986580,1781986750,1781986984,1781987107,1781987182,1781987373,1781987489,1781996809,1781986258,1781986413,1781986586,1781986640,1781986725,1781986871,1781987081,1781987109,1781987147,1781987233,1781987297
1428049800	1781987973,1781996771,1781986410,1781986522,1781986689,1781986846,1781987035,1781987149,1781987221,1781987280,1781987370,1781987446,1781987533,1781987578,1781987748,1781987813,1781987961,1781987231,1781997069,1781985483,1781985699,1781986246,1781986408,1781986612,1781986979,1781987124,1781996791,1781984909,1781986814,1781986864,1781986989,1781987183,1781987235,1781987439,1781987511,1781987694,1781987834,1781987898,1781987939,1781987953,1781987837,1781986532,1781986578,1781986926,1781987134,1781987179,1781987239,1781987389,1781987429,1781987687,1781987771,1781987804,1781997108,1781988229,1781986196,1781986587,1781987026,1781987123,1781987484,1781987596,1781987666,1781987684,1781987712,1781987840,1781987930,1781987978,1781988016,1781988205
1428050100	1781986389,1781986722,1781986998,1781987519,1781987667,1781987822,1781987998,1781988543,1781987226,1781987714,1781987981,1781987995,1781988086,1781988110,1781988123,1781988177,1781988232,1781988297,1781988524,1781988820,1781998307,1781986047,1781986793,1781987371,1781987688,1781987716,1781987954,1781988004,1781988163,1781988310,1781988396,1781988440,1781989564,1781987388,1781987761,1781987938,1781988133,1781988369,1781988491,1781988537,1781988565,1781988611,1781988705,1781988740,1781988875,1781988911,1781989076,1781989227,1781989293,1781989370,1781989439,1781989441,1781989520,1781989037,1782002796,1781986192,1781986420,1781987051,1781987609,1781987722,1781988373,1781988489,1781988548,1781988601,1781988661,1781988848,1781988883,1781988921,1781988984
1428050400	1781989233,1781986806,1781986932,1781987842,1781987948,1781988176,1781988290,1781988484,1781988652,1781988662,1781988821,1781988936,1781989000,1781989050,1781989193,1781989231,1781987944,1781988090,1781988377,1781989039,1781989269,1781989303,1781989449,1781989516,1781989546,1781989562,1781989706,1781987696,1781988457,1781988562,1781988699,1781988856,1781988867,1781988982,1781989189,1781989304,1781989379,1781989519,1781989610,1781989607,1781988068,1781988564,1781988937,1781988993,1781989089,1781989196,1781989230,1781989383,1781989450,1781989550,1781996386,1781988281,1781988729,1781988876,1781989183,1781989264,1781989302,1781989619,1781989684,1781989716,1781995302,1781996081
1428050700	1781989444,1781988727,1781989002,1781989036,1781989301,1781989443,1782006278,1781987283,1781988502,1781989223,1781989373,1781989555,1781994802,1781995450,1781995689,1781987028,1781988807,1781989001,1781989710,1781996031,1781996454,1781996704,1781996784,1781997013,1781997316,1781997328,1781988865,1781989447,1781989620,1781989704,1781997504,1782007600,1781988580,1781989698,1781996327,1781997484
1428051000	1782007764,1781998452,1781997261,1781997431,1781998195,1782007968,1781998611,1781988331,1781997439,1781997596,1781998006,1781998270,1781998549,1781998605,1781989310,1781999298,1781988999,1781997827,1781998275,1781998499,1781998603,1781998716,1781998749,1781998875,1781998931,1781998960,1781999192,1781999279,1781998926,1782009959,1781989507,1781997820,1781997880,1781998390,1781998442,1781998613,1781998889,1781998924
1428051300	1781988523,1781997708,1781998099,1781999479,1782010877,1781997620,1781998512,1781998669,1781998919,1781999036,1781999103,1781999387,1781999403,1781999429,1781999469,1781999476,1782011071,1781989553,1781997626,1781998376,1781998554,1781998896,1781999120,1781999269,1782011772,1781988918,1781999194,1781999367,1781999430,1781999653,1782012285,1781998907,1781998929,1781999659,1782006716
1428051600	1782007445,1782012181,1781997711,1781999378,1781999633,1782007080,1782007238,1782012427,1782007326,1781989075,1781998946,1782007432,1782007925,1782012397,1781998745,1781999405,1781999696,1782013474,1781989711,1781999406,1781999559
1428051900	1782008650,1781999635,1782007773,1782008265,1782008631,1782020966,1782008967,1781999649,1782008585,1782008757,1782008913,1782007374,1782008241,1782008449,1782008625,1782008712,1782008837,1782009415,1781999077,1781999557,1782008692,1782008921,1782009176,1782009266,1782009357,1782008704
1428052200	1782021771,1782007802,1782008134,1782009247,1782009264,1782009392,1782009553,1782009714,1782012136,1782022311,1782008685,1782008942,1782009209,1782011890,1782009168,1782008596,1782008841,1782022167,1782007612,1782009077,1782009723,1782022602,1782011987,1781999677,1782008783,1782009075,1782009389,1782009531,1782009585,1782009667,1782011270
1428052500	1782022459,1782009313,1782009469,1781999389,1782008649,1782013111,1782013374,1782013391,1782013488,1782023252,1782009312,1782012286,1782013423,1782013569,1782013580,1782023026,1782011261,1782013394,1782013478,1782013507,1782013790,1782013803,1782013832,1782013274,1782013837,1782013930,1782014026,1782014116,1782014147
1428052800	1782014300,1782008932,1782009431,1782012937,1782012972,1782013371,1782014068,1782014207,1782013931,1782023798,1782013421,1782013740,1782013831,1782013889,1782024015,1782014507,1782014009,1782014058,1782014176,1782014468,1782024172,1782013393,1782014288,1782014305,1782014508,1782015109,1782014153,1782014353,1782014399,1782014482,1782014690,1782014930,1782015025
1428053100	1782015074,1782014019,1782014082,1782014510,1782014695,1782014861,1782014905,1782014932,1782015008,1782014755,1782024322,1782009707,1782013277,1782014140,1782014496,1782014653,1782014994,1782013834,1782013962,1782014404,1782014495,1782014928,1782014934,1782015469,1782014488,1782014565,1782015144,1782015414,1782015455,1782024786,1782013960,1782014622
1428056100	1782040035,1782028879,1782018860,1782019243,1782026632,1782040608,1782028742,1782028874,1782028954,1782039952,1782028842,1782040904,1782029288,1782029679
1428056400	1782040329,1782019077,1782040905,1782028344,1782028945,1782029007,1782029345,1782029382,1782040956,1782029658,1782028840,1782029513
1428056700	1782041458,1782029598,1782041834,1782038109,1782037540,1782037965,1782038083,1782037491,1782029279,1782036632,1782037324,1782037408,1782028953,1782029614,1782037107,1782041739,1782038244,1782037865,1782038053,1782038163
1428057000	1782041671,1782037854,1782037323,1782041911,1782029074,1782036927,1782037328,1782037803,1782037880,1782038037,1782038085,1782038129,1782038165,1782038238,1782038337,1782038424,1782038476,1782038697,1782038569,1782029474,1782029520,1782037952,1782038159,1782038240,1782038292,1782039021,1782050181,1782038040,1782038477,1782038633,1782038831,1782038930,1782039018
1428057300	1782042427,1782038293,1782038690,1782038730,1782051143,1782039164,1782037930,1782038115,1782038674,1782038828,1782038925,1782050553,1782039345,1782038804,1782039004,1782039220,1782039271,1782051386,1782038910,1782039006,1782039119,1782039406,1782038313,1782038852,1782038932,1782039044,1782039268
1428057600	1782039715,1782051960,1782038512,1782038542,1782038716,1782038998,1782039210,1782039586,1782039696,1782039704,1782051915,1782038675,1782038850,1782039192,1782039266,1782039682,1782052086,1782038952,1782039086,1782039346,1782039472,1782039632,1782039683,1782039708,1782041270,1782042007,1782052382,1782038738,1782038973,1782039349,1782039680,1782041460,1782052441,1782038822,1782039194,1782039507,1782039621
1428057900	1782052611,1782039015,1782039070,1782039436,1782041924,1782052547,1782038670,1782039175,1782039339,1782039474,1782039653,1782042008,1782042460,1782052848,1782038603,1782039168,1782042309,1782042599,1782052721,1782042356,1782042542,1782039019,1782039626
1428058200	1782052645,1782039705,1782039116,1782042176,1782042592,1782053506,1782039295,1782042468,1782042545,1782042082,1782042298,1782042429,1782042492,1782042562,1782042613,1782042785,1782042913,1782053336,1782042509
1428058500	1782053738,1782039509,1782041433,1782042718,1782043275,1782043423,1782053712,1782041402,1782042217,1782042347,1782043047,1782043300,1782043322,1782043386,1782043145,1782042175,1782042720,1782042808,1782042992,1782053652,1782043429,1782043044,1782043269,1782043418,1782043810,1782042756,1782043134,1782043320,1782043449,1782043568,1782043633,1782043791
